TransactionId,SalesKey,LineNumber,DateKey,TimeKey,CustomerId,ShopId,MenuItemId,Quantity,UnitPrice,LineTotal,PaymentMethod,Size,CreatedAt
txn-000013,13,2,20251010,25839,customer-068,shop-017,item-017,1,2.25,2.25,Cash,Small,2025-10-10T02:58:39Z
txn-000013,13,3,20251010,25839,customer-068,shop-017,item-007,2,5.25,10.50,Cash,Large,2025-10-10T02:58:39Z
txn-000014,14,1,20250812,24014,customer-238,shop-012,item-019,1,3.25,3.25,Debit Card,Small,2025-08-12T02:40:14Z
txn-000015,15,1,20251014,143124,customer-033,shop-005,item-006,1,4.50,4.50,Gift Card,Large,2025-10-14T14:31:24Z
txn-000015,15,2,20251014,143124,customer-033,shop-005,item-009,2,3.25,6.50,Gift Card,Small,2025-10-14T14:31:24Z
txn-000015,15,3,20251014,143124,customer-033,shop-005,item-017,1,3.25,3.25,Gift Card,Large,2025-10-14T14:31:24Z
txn-000016,16,1,20251005,110838,customer-167,shop-012,item-008,1,4.25,4.25,Cash,Small,2025-10-05T11:08:38Z
txn-000017,17,1,20250927,90953,customer-057,shop-001,item-002,1,4.50,4.50,Credit Card,Medium,2025-09-27T09:09:53Z
txn-000018,18,1,20250822,11228,customer-139,shop-005,item-008,2,4.95,9.90,Cash,Medium,2025-08-22T01:12:28Z
txn-000019,19,1,20250904,153423,customer-109,shop-014,item-004,1,4.95,4.95,Credit Card,Medium,2025-09-04T15:34:23Z
txn-000019,19,2,20250904,153423,customer-109,shop-014,item-002,1,3.75,3.75,Credit Card,Small,2025-09-04T15:34:23Z
txn-000020,20,1,20250911,50319,customer-047,shop-009,item-003,1,5.25,5.25,Debit Card,Large,2025-09-11T05:03:19Z
txn-000020,20,2,20250911,50319,customer-047,shop-009,item-015,3,4.95,14.85,Debit Card,Large,2025-09-11T05:03:19Z
txn-000021,21,1,20251013,95605,customer-218,shop-008,item-007,2,4.50,9.00,Gift Card,Medium,2025-10-13T09:56:05Z
txn-000022,22,1,20250826,235804,customer-238,shop-026,item-018,1,5.95,5.95,Mobile Pay,Large,2025-08-26T23:58:04Z
txn-000023,23,1,20250806,221633,customer-149,shop-024,item-002,1,5.25,5.25,Credit Card,Large,2025-08-06T22:16:33Z
txn-000023,23,2,20250806,221633,customer-149,shop-024,item-020,1,3.25,3.25,Credit Card,Large,2025-08-06T22:16:33Z
txn-000024,24,1,20250807,213958,customer-153,shop-003,item-019,1,3.25,3.25,Debit Card,Small,2025-08-07T21:39:58Z
txn-000025,25,1,20250925,30427,customer-134,shop-011,item-011,1,2.75,2.75,Debit Card,Medium,2025-09-25T03:04:27Z
txn-000025,25,2,20250925,30427,customer-134,shop-011,item-008,1,5.75,5.75,Debit Card,Large,2025-09-25T03:04:27Z
txn-000026,26,1,20250808,70215,customer-003,shop-015,item-003,1,5.25,5.25,Cash,Large,2025-08-08T07:02:15Z
txn-000026,26,2,20250808,70215,customer-003,shop-015,item-018,2,5.25,10.50,Cash,Medium,2025-08-08T07:02:15Z
txn-000026,26,3,20250808,70215,customer-003,shop-015,item-007,1,3.75,3.75,Cash,Small,2025-08-08T07:02:15Z
txn-000027,27,1,20251008,132200,customer-078,shop-020,item-018,2,5.25,10.50,Cash,Medium,2025-10-08T13:22:00Z
txn-000028,28,1,20250826,221500,customer-030,shop-029,item-010,1,3.75,3.75,Cash,Large,2025-08-26T22:15:00Z
txn-000029,29,1,20250826,210737,customer-130,shop-016,item-014,1,7.25,7.25,Credit Card,Medium,2025-08-26T21:07:37Z
txn-000030,30,1,20250816,223047,customer-190,shop-015,item-004,2,4.25,8.50,Gift Card,Small,2025-08-16T22:30:47Z
txn-000031,31,1,20250906,22008,customer-150,shop-018,item-010,2,3.75,7.50,Gift Card,Medium,2025-09-06T02:20:08Z
txn-000032,32,1,20250904,234521,customer-054,shop-022,item-018,3,5.25,15.75,Credit Card,Medium,2025-09-04T23:45:21Z
txn-000033,33,1,20250824,53816,customer-222,shop-006,item-011,2,2.75,5.50,Gift Card,Medium,2025-08-24T05:38:16Z
txn-000034,34,1,20250827,34208,customer-041,shop-026,item-002,1,4.50,4.50,Credit Card,Medium,2025-08-27T03:42:08Z
txn-000035,35,1,20250830,210846,customer-211,shop-026,item-007,1,4.50,4.50,Debit Card,Medium,2025-08-30T21:08:46Z
txn-000036,36,1,20250828,82430,customer-090,shop-021,item-018,1,4.50,4.50,Gift Card,Small,2025-08-28T08:24:30Z
txn-000036,36,2,20250828,82430,customer-090,shop-021,item-011,1,2.75,2.75,Gift Card,Medium,2025-08-28T08:24:30Z
txn-000037,37,1,20250811,183546,customer-153,shop-014,item-017,1,2.25,2.25,Mobile Pay,Small,2025-08-11T18:35:46Z
txn-000038,38,1,20251009,13521,customer-112,shop-001,item-007,1,4.50,4.50,Cash,Medium,2025-10-09T01:35:21Z
txn-000038,38,2,20251009,13521,customer-112,shop-001,item-012,2,5.50,11.00,Cash,Large,2025-10-09T01:35:21Z
txn-000039,39,1,20250813,82352,customer-185,shop-029,item-014,1,7.25,7.25,Cash,Medium,2025-08-13T08:23:52Z
txn-000040,40,1,20251004,192352,customer-241,shop-013,item-010,2,3.75,7.50,Debit Card,Large,2025-10-04T19:23:52Z
txn-000040,40,2,20251004,192352,customer-241,shop-013,item-013,1,6.95,6.95,Debit Card,Medium,2025-10-04T19:23:52Z
txn-000041,41,1,20251003,193428,customer-083,shop-015,item-017,1,3.25,3.25,Gift Card,Large,2025-10-03T19:34:28Z
txn-000041,41,2,20251003,193428,customer-083,shop-015,item-016,1,2.50,2.50,Gift Card,Small,2025-10-03T19:34:28Z
txn-000042,42,1,20250810,73628,customer-210,shop-025,item-007,1,3.75,3.75,Mobile Pay,Small,2025-08-10T07:36:28Z
txn-000043,43,1,20251014,204235,customer-019,shop-015,item-013,1,6.95,6.95,Cash,Medium,2025-10-14T20:42:35Z
txn-000044,44,1,20251013,35226,customer-221,shop-025,item-017,1,2.75,2.75,Gift Card,Medium,2025-10-13T03:52:26Z
txn-000045,45,1,20250914,133759,customer-035,shop-026,item-020,2,3.25,6.50,Cash,Large,2025-09-14T13:37:59Z
txn-000045,45,2,20250914,133759,customer-035,shop-026,item-011,1,2.75,2.75,Cash,Large,2025-09-14T13:37:59Z
txn-000045,45,3,20250914,133759,customer-035,shop-026,item-015,1,4.95,4.95,Cash,Large,2025-09-14T13:37:59Z
txn-000046,46,1,20250913,224418,customer-067,shop-025,item-017,1,3.25,3.25,Mobile Pay,Large,2025-09-13T22:44:18Z
txn-000046,46,2,20250913,224418,customer-067,shop-025,item-016,1,3.00,3.00,Mobile Pay,Medium,2025-09-13T22:44:18Z
txn-000047,47,1,20250901,65838,customer-229,shop-018,item-013,1,6.95,6.95,Debit Card,Large,2025-09-01T06:58:38Z
txn-000048,48,1,20250902,90034,customer-139,shop-015,item-014,2,7.25,14.50,Credit Card,Medium,2025-09-02T09:00:34Z
txn-000049,49,1,20251014,135752,customer-148,shop-013,item-010,1,3.75,3.75,Credit Card,Large,2025-10-14T13:57:52Z
txn-000049,49,2,20251014,135752,customer-148,shop-013,item-013,1,6.95,6.95,Credit Card,Large,2025-10-14T13:57:52Z
txn-000049,49,3,20251014,135752,customer-148,shop-013,item-014,1,6.75,6.75,Credit Card,Small,2025-10-14T13:57:52Z
txn-000050,50,1,20250908,610,customer-087,shop-022,item-015,1,4.95,4.95,Gift Card,Large,2025-09-08T00:06:10Z
txn-000050,50,2,20250908,610,customer-087,shop-022,item-005,1,4.25,4.25,Gift Card,Medium,2025-09-08T00:06:10Z
txn-000051,51,1,20250814,101209,customer-222,shop-015,item-011,1,2.75,2.75,Credit Card,Small,2025-08-14T10:12:09Z
txn-000052,52,1,20250828,62305,customer-193,shop-027,item-016,1,3.50,3.50,Mobile Pay,Large,2025-08-28T06:23:05Z
txn-000052,52,2,20250828,62305,customer-193,shop-027,item-001,1,3.50,3.50,Mobile Pay,Medium,2025-08-28T06:23:05Z
txn-000053,53,1,20250805,34829,customer-194,shop-001,item-020,1,2.25,2.25,Debit Card,Small,2025-08-05T03:48:29Z
txn-000053,53,2,20250805,34829,customer-194,shop-001,item-005,1,4.95,4.95,Debit Card,Large,2025-08-05T03:48:29Z
txn-000054,54,1,20250826,30527,customer-197,shop-012,item-004,1,4.95,4.95,Cash,Medium,2025-08-26T03:05:27Z
txn-000054,54,2,20250826,30527,customer-197,shop-012,item-006,2,3.25,6.50,Cash,Small,2025-08-26T03:05:27Z
txn-000055,55,1,20250906,163142,customer-102,shop-023,item-008,1,4.25,4.25,Credit Card,Small,2025-09-06T16:31:42Z
txn-000056,56,1,20250813,443,customer-204,shop-019,item-012,1,5.50,5.50,Mobile Pay,Small,2025-08-13T00:04:43Z
txn-000057,57,1,20250917,201509,customer-028,shop-014,item-014,1,7.75,7.75,Gift Card,Large,2025-09-17T20:15:09Z
txn-000057,57,2,20250917,201509,customer-028,shop-014,item-006,1,4.50,4.50,Gift Card,Large,2025-09-17T20:15:09Z
txn-000058,58,1,20250917,43751,customer-120,shop-014,item-008,1,4.25,4.25,Cash,Small,2025-09-17T04:37:51Z
txn-000059,59,1,20250925,135045,customer-157,shop-022,item-011,1,2.75,2.75,Mobile Pay,Small,2025-09-25T13:50:45Z
txn-000060,60,1,20250828,93905,customer-226,shop-020,item-017,1,2.25,2.25,Mobile Pay,Small,2025-08-28T09:39:05Z
txn-000061,61,1,20251013,203906,customer-062,shop-023,item-001,1,3.00,3.00,Gift Card,Small,2025-10-13T20:39:06Z
txn-000062,62,1,20251004,170820,customer-149,shop-012,item-014,1,7.75,7.75,Cash,Large,2025-10-04T17:08:20Z
txn-000063,63,1,20250831,2900,customer-065,shop-008,item-018,1,5.95,5.95,Debit Card,Large,2025-08-31T00:29:00Z
txn-000064,64,1,20251010,142419,customer-151,shop-025,item-004,1,4.25,4.25,Cash,Small,2025-10-10T14:24:19Z
txn-000065,65,1,20251008,234809,customer-137,shop-005,item-018,2,5.95,11.90,Credit Card,Large,2025-10-08T23:48:09Z
txn-000065,65,2,20251008,234809,customer-137,shop-005,item-010,1,3.75,3.75,Credit Card,Medium,2025-10-08T23:48:09Z
txn-000065,65,3,20251008,234809,customer-137,shop-005,item-005,1,3.50,3.50,Credit Card,Small,2025-10-08T23:48:09Z
txn-000066,66,1,20250819,33554,customer-248,shop-002,item-003,1,4.50,4.50,Gift Card,Medium,2025-08-19T03:35:54Z
txn-000067,67,1,20250815,233258,customer-039,shop-026,item-008,1,4.25,4.25,Mobile Pay,Small,2025-08-15T23:32:58Z
txn-000068,68,1,20250930,70109,customer-058,shop-025,item-015,2,4.25,8.50,Gift Card,Medium,2025-09-30T07:01:09Z
txn-000069,69,1,20250930,130554,customer-016,shop-020,item-007,1,5.25,5.25,Credit Card,Large,2025-09-30T13:05:54Z
txn-000069,69,2,20250930,130554,customer-016,shop-020,item-020,1,2.25,2.25,Credit Card,Small,2025-09-30T13:05:54Z
txn-000069,69,3,20250930,130554,customer-016,shop-020,item-009,1,3.25,3.25,Credit Card,Small,2025-09-30T13:05:54Z
txn-000070,70,1,20250915,205831,customer-075,shop-002,item-015,1,4.95,4.95,Mobile Pay,Large,2025-09-15T20:58:31Z
txn-000070,70,2,20250915,205831,customer-075,shop-002,item-003,1,4.50,4.50,Mobile Pay,Medium,2025-09-15T20:58:31Z
txn-000071,71,1,20250820,105707,customer-109,shop-004,item-009,1,3.25,3.25,Debit Card,Small,2025-08-20T10:57:07Z
txn-000071,71,2,20250820,105707,customer-109,shop-004,item-005,1,4.25,4.25,Debit Card,Medium,2025-08-20T10:57:07Z
txn-000072,72,1,20250912,211806,customer-032,shop-015,item-009,1,3.25,3.25,Mobile Pay,Large,2025-09-12T21:18:06Z
txn-000072,72,2,20250912,211806,customer-032,shop-015,item-017,1,2.25,2.25,Mobile Pay,Small,2025-09-12T21:18:06Z
txn-000073,73,1,20250928,204517,customer-065,shop-001,item-019,2,3.25,6.50,Debit Card,Large,2025-09-28T20:45:17Z
txn-000073,73,2,20250928,204517,customer-065,shop-001,item-020,1,3.25,3.25,Debit Card,Large,2025-09-28T20:45:17Z
txn-000073,73,3,20250928,204517,customer-065,shop-001,item-001,1,3.00,3.00,Debit Card,Small,2025-09-28T20:45:17Z
txn-000074,74,1,20250818,205401,customer-150,shop-014,item-016,1,3.00,3.00,Gift Card,Medium,2025-08-18T20:54:01Z
txn-000074,74,2,20250818,205401,customer-150,shop-014,item-012,2,5.50,11.00,Gift Card,Small,2025-08-18T20:54:01Z
txn-000074,74,3,20250818,205401,customer-150,shop-014,item-014,1,7.25,7.25,Gift Card,Medium,2025-08-18T20:54:01Z
txn-000075,75,1,20250909,30716,customer-209,shop-025,item-011,1,2.75,2.75,Credit Card,Medium,2025-09-09T03:07:16Z
txn-000076,76,1,20250920,50546,customer-212,shop-001,item-002,1,3.75,3.75,Cash,Small,2025-09-20T05:05:46Z
txn-000077,77,1,20250913,40148,customer-195,shop-002,item-010,2,3.75,7.50,Mobile Pay,Medium,2025-09-13T04:01:48Z
txn-000078,78,1,20250929,84625,customer-205,shop-008,item-001,1,4.00,4.00,Debit Card,Large,2025-09-29T08:46:25Z
txn-000079,79,1,20250812,62300,customer-119,shop-004,item-010,1,3.75,3.75,Debit Card,Large,2025-08-12T06:23:00Z
txn-000080,80,1,20250916,22106,customer-063,shop-015,item-020,1,3.25,3.25,Debit Card,Large,2025-09-16T02:21:06Z
txn-000081,81,1,20250903,55800,customer-240,shop-026,item-010,1,3.75,3.75,Mobile Pay,Large,2025-09-03T05:58:00Z
txn-000081,81,2,20250903,55800,customer-240,shop-026,item-020,1,3.25,3.25,Mobile Pay,Large,2025-09-03T05:58:00Z
txn-000082,82,1,20250903,181149,customer-086,shop-018,item-011,3,2.75,8.25,Gift Card,Small,2025-09-03T18:11:49Z
txn-000083,83,1,20251015,130858,customer-106,shop-002,item-013,1,6.95,6.95,Gift Card,Large,2025-10-15T13:08:58Z
txn-000083,83,2,20251015,130858,customer-106,shop-002,item-020,3,3.25,9.75,Gift Card,Large,2025-10-15T13:08:58Z
txn-000084,84,1,20250927,131312,customer-085,shop-028,item-015,1,3.50,3.50,Gift Card,Small,2025-09-27T13:13:12Z
txn-000085,85,1,20250816,54115,customer-020,shop-016,item-013,2,6.95,13.90,Mobile Pay,Medium,2025-08-16T05:41:15Z
txn-000085,85,2,20250816,54115,customer-020,shop-016,item-003,1,5.25,5.25,Mobile Pay,Large,2025-08-16T05:41:15Z
txn-000086,86,1,20251013,233204,customer-125,shop-028,item-008,1,4.25,4.25,Credit Card,Small,2025-10-13T23:32:04Z
txn-000086,86,2,20251013,233204,customer-125,shop-028,item-010,3,3.75,11.25,Credit Card,Medium,2025-10-13T23:32:04Z
txn-000087,87,1,20250811,1155,customer-114,shop-006,item-002,1,4.50,4.50,Mobile Pay,Medium,2025-08-11T00:11:55Z
txn-000087,87,2,20250811,1155,customer-114,shop-006,item-011,1,2.75,2.75,Mobile Pay,Medium,2025-08-11T00:11:55Z
txn-000087,87,3,20250811,1155,customer-114,shop-006,item-020,1,3.25,3.25,Mobile Pay,Large,2025-08-11T00:11:55Z
txn-000088,88,1,20250818,55628,customer-021,shop-020,item-016,1,2.50,2.50,Cash,Small,2025-08-18T05:56:28Z
txn-000088,88,2,20250818,55628,customer-021,shop-020,item-019,1,3.25,3.25,Cash,Large,2025-08-18T05:56:28Z
txn-000089,89,1,20250829,41349,customer-174,shop-018,item-012,1,5.50,5.50,Credit Card,Large,2025-08-29T04:13:49Z
txn-000090,90,1,20250914,143016,customer-217,shop-010,item-004,1,4.95,4.95,Gift Card,Medium,2025-09-14T14:30:16Z
txn-000090,90,2,20250914,143016,customer-217,shop-010,item-008,1,5.75,5.75,Gift Card,Large,2025-09-14T14:30:16Z
txn-000091,91,1,20250827,213508,customer-003,shop-019,item-016,2,3.50,7.00,Credit Card,Large,2025-08-27T21:35:08Z
txn-000091,91,2,20250827,213508,customer-003,shop-019,item-010,1,3.75,3.75,Credit Card,Small,2025-08-27T21:35:08Z
txn-000091,91,3,20250827,213508,customer-003,shop-019,item-008,1,5.75,5.75,Credit Card,Large,2025-08-27T21:35:08Z
txn-000092,92,1,20251006,83026,customer-215,shop-005,item-002,1,3.75,3.75,Credit Card,Small,2025-10-06T08:30:26Z
txn-000092,92,2,20251006,83026,customer-215,shop-005,item-010,1,3.75,3.75,Credit Card,Large,2025-10-06T08:30:26Z
txn-000092,92,3,20251006,83026,customer-215,shop-005,item-015,1,4.25,4.25,Credit Card,Medium,2025-10-06T08:30:26Z
txn-000093,93,1,20250922,145440,customer-225,shop-012,item-006,1,3.95,3.95,Cash,Medium,2025-09-22T14:54:40Z
txn-000093,93,2,20250922,145440,customer-225,shop-012,item-009,2,3.25,6.50,Cash,Medium,2025-09-22T14:54:40Z
txn-000093,93,3,20250922,145440,customer-225,shop-012,item-016,2,3.00,6.00,Cash,Medium,2025-09-22T14:54:40Z
txn-000094,94,1,20251005,215654,customer-186,shop-022,item-013,1,6.95,6.95,Cash,Small,2025-10-05T21:56:54Z
txn-000095,95,1,20251012,231924,customer-173,shop-009,item-012,1,5.50,5.50,Gift Card,Large,2025-10-12T23:19:24Z
txn-000095,95,2,20251012,231924,customer-173,shop-009,item-004,1,4.25,4.25,Gift Card,Small,2025-10-12T23:19:24Z
txn-000096,96,1,20250929,113540,customer-057,shop-021,item-010,1,3.75,3.75,Gift Card,Small,2025-09-29T11:35:40Z
txn-000096,96,2,20250929,113540,customer-057,shop-021,item-014,1,6.75,6.75,Gift Card,Small,2025-09-29T11:35:40Z
txn-000096,96,3,20250929,113540,customer-057,shop-021,item-004,1,4.95,4.95,Gift Card,Medium,2025-09-29T11:35:40Z
txn-000097,97,1,20250907,233637,customer-117,shop-012,item-005,1,4.25,4.25,Cash,Medium,2025-09-07T23:36:37Z
txn-000098,98,1,20250828,95030,customer-009,shop-023,item-008,1,4.95,4.95,Debit Card,Medium,2025-08-28T09:50:30Z
txn-000099,99,1,20251002,203319,customer-092,shop-002,item-004,1,4.95,4.95,Mobile Pay,Medium,2025-10-02T20:33:19Z
txn-000100,100,1,20250803,74559,customer-013,shop-026,item-019,1,3.25,3.25,Debit Card,Large,2025-08-03T07:45:59Z
txn-000100,100,2,20250803,74559,customer-013,shop-026,item-007,2,3.75,7.50,Debit Card,Small,2025-08-03T07:45:59Z
txn-000100,100,3,20250803,74559,customer-013,shop-026,item-003,1,3.75,3.75,Debit Card,Small,2025-08-03T07:45:59Z
txn-000101,101,1,20250801,123626,customer-071,shop-028,item-006,1,3.25,3.25,Debit Card,Small,2025-08-01T12:36:26Z
txn-000102,102,1,20250927,100736,customer-083,shop-001,item-014,1,7.75,7.75,Mobile Pay,Large,2025-09-27T10:07:36Z
txn-000103,103,1,20250905,93643,customer-132,shop-019,item-020,1,2.25,2.25,Gift Card,Small,2025-09-05T09:36:43Z
txn-000104,104,1,20250830,125058,customer-118,shop-021,item-013,1,6.95,6.95,Credit Card,Medium,2025-08-30T12:50:58Z
txn-000104,104,2,20250830,125058,customer-118,shop-021,item-014,1,7.25,7.25,Credit Card,Medium,2025-08-30T12:50:58Z
txn-000104,104,3,20250830,125058,customer-118,shop-021,item-004,1,4.25,4.25,Credit Card,Small,2025-08-30T12:50:58Z
txn-000105,105,1,20251001,171032,customer-150,shop-018,item-020,1,3.25,3.25,Mobile Pay,Large,2025-10-01T17:10:32Z
txn-000106,106,1,20251008,91552,customer-030,shop-028,item-007,2,4.50,9.00,Cash,Medium,2025-10-08T09:15:52Z
txn-000106,106,2,20251008,91552,customer-030,shop-028,item-014,1,7.25,7.25,Cash,Medium,2025-10-08T09:15:52Z
txn-000107,107,1,20250810,113357,customer-081,shop-014,item-005,2,4.95,9.90,Mobile Pay,Large,2025-08-10T11:33:57Z
txn-000108,108,1,20250810,71430,customer-111,shop-004,item-018,2,5.95,11.90,Mobile Pay,Large,2025-08-10T07:14:30Z
txn-000108,108,2,20250810,71430,customer-111,shop-004,item-002,1,5.25,5.25,Mobile Pay,Large,2025-08-10T07:14:30Z
txn-000109,109,1,20251004,202120,customer-241,shop-025,item-020,1,2.25,2.25,Credit Card,Small,2025-10-04T20:21:20Z
txn-000109,109,2,20251004,202120,customer-241,shop-025,item-010,1,3.75,3.75,Credit Card,Small,2025-10-04T20:21:20Z
txn-000109,109,3,20251004,202120,customer-241,shop-025,item-012,1,5.50,5.50,Credit Card,Medium,2025-10-04T20:21:20Z
txn-000110,110,1,20250905,222845,customer-030,shop-025,item-014,3,7.75,23.25,Cash,Large,2025-09-05T22:28:45Z
txn-000111,111,1,20251002,153551,customer-143,shop-001,item-009,1,3.25,3.25,Mobile Pay,Large,2025-10-02T15:35:51Z
txn-000112,112,1,20250818,204220,customer-223,shop-005,item-001,1,3.00,3.00,Gift Card,Small,2025-08-18T20:42:20Z
txn-000113,113,1,20250903,82042,customer-041,shop-012,item-019,1,3.25,3.25,Mobile Pay,Small,2025-09-03T08:20:42Z
txn-000113,113,2,20250903,82042,customer-041,shop-012,item-003,1,5.25,5.25,Mobile Pay,Large,2025-09-03T08:20:42Z
txn-000114,114,1,20250911,100133,customer-125,shop-020,item-017,1,2.25,2.25,Gift Card,Small,2025-09-11T10:01:33Z
txn-000115,115,1,20250927,200610,customer-125,shop-017,item-013,1,6.95,6.95,Mobile Pay,Large,2025-09-27T20:06:10Z
txn-000116,116,1,20251014,180314,customer-036,shop-025,item-001,1,3.50,3.50,Mobile Pay,Medium,2025-10-14T18:03:14Z
txn-000117,117,1,20251008,134022,customer-059,shop-017,item-002,1,4.50,4.50,Mobile Pay,Medium,2025-10-08T13:40:22Z
txn-000118,118,1,20250926,33657,customer-110,shop-019,item-013,2,6.95,13.90,Gift Card,Small,2025-09-26T03:36:57Z
txn-000119,119,1,20250914,220612,customer-213,shop-023,item-004,1,4.25,4.25,Credit Card,Small,2025-09-14T22:06:12Z
txn-000120,120,1,20251012,155104,customer-087,shop-008,item-004,1,5.75,5.75,Debit Card,Large,2025-10-12T15:51:04Z
txn-000121,121,1,20251010,205458,customer-246,shop-027,item-005,1,4.25,4.25,Debit Card,Medium,2025-10-10T20:54:58Z
txn-000122,122,1,20251003,212648,customer-020,shop-006,item-019,1,3.25,3.25,Gift Card,Large,2025-10-03T21:26:48Z
txn-000123,123,1,20251001,222108,customer-160,shop-011,item-003,1,4.50,4.50,Mobile Pay,Medium,2025-10-01T22:21:08Z
txn-000124,124,1,20250806,165325,customer-091,shop-017,item-002,1,3.75,3.75,Mobile Pay,Small,2025-08-06T16:53:25Z
txn-000125,125,1,20250810,2421,customer-158,shop-020,item-018,2,5.95,11.90,Gift Card,Large,2025-08-10T00:24:21Z
txn-000126,126,1,20251003,125328,customer-049,shop-011,item-002,1,4.50,4.50,Gift Card,Medium,2025-10-03T12:53:28Z
txn-000127,127,1,20251009,142833,customer-022,shop-017,item-015,1,4.25,4.25,Debit Card,Medium,2025-10-09T14:28:33Z
txn-000128,128,1,20250828,171123,customer-100,shop-014,item-011,1,2.75,2.75,Cash,Small,2025-08-28T17:11:23Z
txn-000129,129,1,20250825,171133,customer-186,shop-028,item-011,1,2.75,2.75,Cash,Large,2025-08-25T17:11:33Z
txn-000129,129,2,20250825,171133,customer-186,shop-028,item-003,1,4.50,4.50,Cash,Medium,2025-08-25T17:11:33Z
txn-000130,130,1,20250813,182844,customer-153,shop-023,item-011,1,2.75,2.75,Mobile Pay,Small,2025-08-13T18:28:44Z
txn-000131,131,1,20251006,190753,customer-234,shop-017,item-001,1,3.50,3.50,Gift Card,Medium,2025-10-06T19:07:53Z
txn-000132,132,1,20251014,151624,customer-125,shop-007,item-010,1,3.75,3.75,Debit Card,Small,2025-10-14T15:16:24Z
txn-000133,133,1,20250921,85427,customer-010,shop-022,item-013,1,6.95,6.95,Cash,Small,2025-09-21T08:54:27Z
txn-000134,134,1,20250817,74403,customer-185,shop-015,item-008,1,4.95,4.95,Gift Card,Medium,2025-08-17T07:44:03Z
txn-000135,135,1,20250823,231558,customer-137,shop-008,item-007,1,4.50,4.50,Gift Card,Medium,2025-08-23T23:15:58Z
txn-000135,135,2,20250823,231558,customer-137,shop-008,item-012,1,5.50,5.50,Gift Card,Medium,2025-08-23T23:15:58Z
txn-000135,135,3,20250823,231558,customer-137,shop-008,item-015,2,4.25,8.50,Gift Card,Medium,2025-08-23T23:15:58Z
txn-000136,136,1,20250814,162931,customer-224,shop-009,item-018,2,5.95,11.90,Gift Card,Large,2025-08-14T16:29:31Z
txn-000136,136,2,20250814,162931,customer-224,shop-009,item-004,1,4.25,4.25,Gift Card,Small,2025-08-14T16:29:31Z
txn-000137,137,1,20250920,21154,customer-038,shop-027,item-008,1,4.25,4.25,Credit Card,Small,2025-09-20T02:11:54Z
txn-000137,137,2,20250920,21154,customer-038,shop-027,item-015,1,4.25,4.25,Credit Card,Medium,2025-09-20T02:11:54Z
txn-000137,137,3,20250920,21154,customer-038,shop-027,item-012,1,5.50,5.50,Credit Card,Small,2025-09-20T02:11:54Z
txn-000138,138,1,20250901,43522,customer-239,shop-004,item-005,2,4.25,8.50,Mobile Pay,Medium,2025-09-01T04:35:22Z
txn-000138,138,2,20250901,43522,customer-239,shop-004,item-002,1,4.50,4.50,Mobile Pay,Medium,2025-09-01T04:35:22Z
txn-000139,139,1,20250913,191901,customer-158,shop-001,item-005,2,4.95,9.90,Credit Card,Large,2025-09-13T19:19:01Z
txn-000140,140,1,20251015,143647,customer-074,shop-008,item-014,1,7.75,7.75,Credit Card,Large,2025-10-15T14:36:47Z
